,event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,geometry,stationTemp,elevation
0,7980495462,True,2008-10-30 02:20:00,15.97345174,-19.23850301,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97345174 -19.23850301),23.5,271
1,7980495463,True,2008-10-30 04:01:00,15.97237854,-19.23925781,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97237854 -19.23925781),23.55,263
2,7980495464,True,2008-10-30 07:40:00,15.97384644,-19.24542033,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97384644 -19.24542033),24.95,271
3,7980495465,True,2008-10-30 11:01:00,15.97266541,-19.24291992,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97266541 -19.24291992),26.075,263
4,7980495466,True,2008-10-30 11:40:00,15.97170207,-19.23820597,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97170207 -19.23820597),26.3,263
5,7980495467,True,2008-10-30 12:05:00,15.97185364,-19.23589274,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97185364 -19.23589274),27.025,263
6,7980495468,True,2008-10-30 14:21:00,15.97146912,-19.23866984,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97146912 -19.23866984),29.2,263
7,7980495469,True,2008-10-30 16:20:00,15.97038574,-19.24430135,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97038574 -19.24430135),26.5,266
8,7980495470,True,2008-10-30 18:21:00,15.97255249,-19.25862834,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97255249 -19.25862834),,263
9,7980495471,True,2008-10-30 19:40:00,15.97313639,-19.26909383,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97313639 -19.26909383),22.39,271
10,7980495472,True,2008-10-30 22:00:00,15.9484019,-19.29896647,gps,Loxodonta africana,AG004,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9484019 -19.29896647),,273
