,event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,geometry,stationTemp,elevation
0,7980499272,True,2008-10-30 00:15:00,16.20208842,-19.06372477,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.20208842 -19.06372477),23.5,268
1,7980499273,True,2008-10-30 02:46:00,16.20949605,-19.06990763,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.20949605 -19.06990763),23.5,265
2,7980499274,True,2008-10-30 03:31:00,16.21418355,-19.06871948,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.21418355 -19.06871948),23.55,282
3,7980499275,True,2008-10-30 03:45:00,16.21417033,-19.06868286,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.21417033 -19.06868286),23.55,282
4,7980499276,True,2008-10-30 05:31:00,16.22937215,-19.05825806,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.22937215 -19.05825806),23.6,262
5,7980499277,True,2008-10-30 07:46:00,16.26182556,-19.08668823,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.26182556 -19.08668823),24.95,263
6,7980499278,True,2008-10-30 08:40:00,16.26562297,-19.08734741,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.26562297 -19.08734741),25.4,267
7,7980499279,True,2008-10-30 13:00:00,16.26624247,-19.08740234,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.26624247 -19.08740234),27.75,267
8,7980499280,True,2008-10-30 14:40:00,16.27277527,-19.08728841,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.27277527 -19.08728841),29.2,254
9,7980499281,True,2008-10-30 15:01:00,16.27454936,-19.08837687,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.27454936 -19.08837687),27.85,260
10,7980499282,True,2008-10-30 20:40:00,16.31825358,-19.09642741,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.31825358 -19.09642741),,243
11,7980499283,True,2008-10-30 21:40:00,16.32783407,-19.10624186,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32783407 -19.10624186),,237
12,7980499284,True,2008-10-31 00:20:00,16.34445292,-19.13519084,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.34445292 -19.13519084),,229
13,7980499285,True,2008-10-31 02:40:00,16.33948669,-19.13162435,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.33948669 -19.13162435),19.1,242
14,7980499286,True,2008-10-31 03:20:00,16.33868001,-19.13115234,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.33868001 -19.13115234),,242
15,7980499287,True,2008-10-31 05:20:00,16.33128662,-19.12005208,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.33128662 -19.12005208),25.4,255
16,7980499288,True,2008-10-31 05:21:00,16.32943217,-19.11751302,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32943217 -19.11751302),25.4,241
17,7980499289,True,2008-10-31 06:00:00,16.32676697,-19.11630656,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32676697 -19.11630656),25.4,239
18,7980499290,True,2008-10-31 07:01:00,16.32659709,-19.11274821,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32659709 -19.11274821),29.099999999999998,239
19,7980499291,True,2008-10-31 08:21:00,16.32488607,-19.11294556,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32488607 -19.11294556),32.8,246
20,7980499292,True,2008-10-31 08:40:00,16.32490336,-19.11292318,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32490336 -19.11292318),32.8,246
21,7980499293,True,2008-10-31 09:20:00,16.32489624,-19.11292521,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32489624 -19.11292521),,246
22,7980499294,True,2008-10-31 09:41:00,16.32492676,-19.11294556,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32492676 -19.11294556),33.65,246
23,7980499295,True,2008-10-31 20:00:00,16.32640279,-19.11931966,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.32640279 -19.11931966),,239
24,7980499296,True,2008-10-31 21:41:00,16.33279419,-19.12346598,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.33279419 -19.12346598),,255
25,7980499297,True,2008-10-31 22:01:00,16.333531699999998,-19.12316691,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.3335317 -19.12316691),,244
26,7980499298,True,2008-10-31 22:21:00,16.33462016,-19.12241211,gps,Loxodonta africana,AG005,LA5,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (16.33462016 -19.12241211),,244
