,event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,geometry,stationTemp,elevation
0,7980501778,True,2008-10-30 02:01:00,15.98401693,-19.24105021,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98401693 -19.24105021),23.5,276
1,7980501779,True,2008-10-30 02:21:00,15.98187663,-19.24112549,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98187663 -19.24112549),23.5,268
2,7980501780,True,2008-10-30 04:20:00,15.98123881,-19.24205526,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98123881 -19.24205526),23.575000000000003,272
3,7980501781,True,2008-10-30 10:41:00,15.97471517,-19.24451701,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97471517 -19.24451701),26.075,271
4,7980501782,True,2008-10-30 14:20:00,15.971845499999999,-19.23593547,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9718455 -19.23593547),29.2,263
5,7980501783,True,2008-10-30 17:01:00,15.97081401,-19.24816081,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97081401 -19.24816081),25.15,266
6,7980501784,True,2008-10-30 18:41:00,15.97459717,-19.26152751,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97459717 -19.26152751),22.86,271
7,7980501785,True,2008-10-30 19:20:00,15.975288899999999,-19.26533407,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9752889 -19.26533407),22.39,267
8,7980501786,True,2008-10-30 21:20:00,15.95270691,-19.29051514,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95270691 -19.29051514),,276
9,7980501787,True,2008-10-30 21:21:00,15.95256856,-19.29058634,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95256856 -19.29058634),,276
10,7980501788,True,2008-10-30 22:00:00,15.94691569,-19.30169474,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.94691569 -19.30169474),,279
11,7980501789,True,2008-10-31 01:40:00,15.95160421,-19.30587565,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95160421 -19.30587565),19.57,278
12,7980501790,True,2008-10-31 02:41:00,15.96294861,-19.28736979,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.96294861 -19.28736979),19.1,267
13,7980501791,True,2008-10-31 07:21:00,15.97749532,-19.26813151,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97749532 -19.26813151),30.949999999999996,262
14,7980501792,True,2008-10-31 17:01:00,15.97718099,-19.25573527,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97718099 -19.25573527),33.14615384615385,262
15,7980501793,True,2008-10-31 20:01:00,15.97831523,-19.25591227,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97831523 -19.25591227),,262
16,7980501794,True,2008-10-31 20:20:00,15.97829997,-19.25590617,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97829997 -19.25590617),,262
17,7980501795,True,2008-10-31 20:41:00,15.97829386,-19.25593872,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97829386 -19.25593872),,262
18,7980501796,True,2008-10-31 21:00:00,15.97844543,-19.25606893,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97844543 -19.25606893),,262
19,7980501797,True,2008-10-31 21:20:00,15.978443400000002,-19.25607096,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9784434 -19.25607096),,262
20,7980501798,True,2008-10-31 21:21:00,15.97844849,-19.256073,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97844849 -19.256073),,262
21,7980501799,True,2008-10-31 22:20:00,15.97894287,-19.25643311,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.97894287 -19.25643311),,262
22,7980501800,True,2008-11-01 10:41:00,15.995854699999999,-19.16317952,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9958547 -19.16317952),35.4,277
23,7980501801,True,2008-11-01 12:20:00,15.99613342,-19.16338094,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99613342 -19.16338094),34.1,277
24,7980501802,True,2008-11-01 12:41:00,15.99611918,-19.16341349,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99611918 -19.16341349),34.1,277
25,7980501803,True,2008-11-01 13:40:00,15.99616292,-19.16337891,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99616292 -19.16337891),33.0,277
26,7980501804,True,2008-11-01 19:40:00,15.96399028,-19.17617391,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.96399028 -19.17617391),26.35,267
27,7980501805,True,2008-11-02 03:01:00,15.95073242,-19.23061727,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95073242 -19.23061727),22.475,278
28,7980501806,True,2008-11-02 03:21:00,15.95269572,-19.23304647,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95269572 -19.23304647),23.85,276
29,7980501807,True,2008-11-02 05:41:00,15.95340881,-19.23458252,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95340881 -19.23458252),26.6,276
30,7980501808,True,2008-11-02 07:01:00,15.95514526,-19.23560384,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95514526 -19.23560384),29.15,269
31,7980501809,True,2008-11-02 09:01:00,15.95551147,-19.2362203,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95551147 -19.2362203),32.7,269
32,7980501810,True,2008-11-02 11:00:00,15.95507507,-19.23636882,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95507507 -19.23636882),34.7,269
33,7980501811,True,2008-11-02 11:21:00,15.95509644,-19.23638306,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95509644 -19.23638306),35.7,269
34,7980501812,True,2008-11-02 11:40:00,15.95512187,-19.23637288,gps,Loxodonta africana,AG006,LA2,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.95512187 -19.23637288),35.7,269
