,event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,geometry,stationTemp,elevation
0,7980508414,True,2008-10-30 01:40:00,15.96119792,-19.18720703,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.96119792 -19.18720703),23.5,270
1,7980508415,True,2008-10-30 12:00:00,15.99420471,-19.16442057,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99420471 -19.16442057),26.3,276
2,7980508416,True,2008-10-30 12:21:00,15.99109497,-19.16863403,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99109497 -19.16863403),27.025,275
3,7980508417,True,2008-10-30 14:01:00,15.99033305,-19.16943766,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99033305 -19.16943766),28.475,275
4,7980508418,True,2008-10-30 16:01:00,15.98909403,-19.17049357,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98909403 -19.17049357),26.5,268
5,7980508419,True,2008-10-30 20:01:00,15.98661194,-19.17851969,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98661194 -19.17851969),22.39,273
6,7980508420,True,2008-10-30 21:21:00,15.98510946,-19.18170166,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98510946 -19.18170166),,276
7,7980508421,True,2008-10-30 21:40:00,15.98510335,-19.18169556,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98510335 -19.18169556),,276
8,7980508422,True,2008-10-30 21:41:00,15.98499858,-19.18180745,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98499858 -19.18180745),,276
9,7980508423,True,2008-10-30 22:21:00,15.98466085,-19.18215129,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98466085 -19.18215129),,276
10,7980508424,True,2008-10-30 22:40:00,15.98464152,-19.18214315,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98464152 -19.18214315),,276
11,7980508425,True,2008-10-31 13:21:00,15.9838501,-19.18075562,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.9838501 -19.18075562),35.3,276
12,7980508426,True,2008-10-31 14:01:00,15.98359985,-19.1808431,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98359985 -19.1808431),35.7,276
13,7980508427,True,2008-10-31 16:40:00,15.98327026,-19.18096517,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98327026 -19.18096517),34.13076923076923,268
14,7980508428,True,2008-10-31 18:00:00,15.98335063,-19.18105469,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98335063 -19.18105469),,276
15,7980508429,True,2008-10-31 19:20:00,15.98719788,-19.17972616,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98719788 -19.17972616),,273
16,7980508430,True,2008-10-31 19:41:00,15.98879801,-19.17679647,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98879801 -19.17679647),,268
17,7980508431,True,2008-11-01 03:21:00,15.99257711,-19.18058472,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99257711 -19.18058472),24.175,269
18,7980508432,True,2008-11-01 04:41:00,15.99286194,-19.18158773,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99286194 -19.18158773),,269
19,7980508433,True,2008-11-01 06:00:00,15.99312846,-19.18238322,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.99312846 -19.18238322),26.8,269
20,7980508434,True,2008-11-02 06:40:00,15.98076172,-19.18511353,gps,Loxodonta africana,AG008,LA4,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),POINT (15.98076172 -19.18511353),27.875,272
